@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
322,'2017/11/20 19:52:21:390',2,0.484281,0.195126,0.464765,0.011346,3
323,'2017/11/20 19:52:21:410',2,0.49438,0.191457,0.499296,0.011181,3
324,'2017/11/20 19:52:21:430',2,0.499547,0.185792,0.522848,0.01092,3
325,'2017/11/20 19:52:21:450',2,0.505682,0.175794,0.545371,0.010384,3
326,'2017/11/20 19:52:21:470',2,0.517012,0.170568,0.569559,0.008722,3
327,'2017/11/20 19:52:21:490',2,0.522469,0.168305,0.587013,0.008418,3
328,'2017/11/20 19:52:21:510',2,0.527279,0.170132,0.607265,0.00837,3
329,'2017/11/20 19:52:21:530',2,0.531431,0.175475,0.624118,0.00831,3
330,'2017/11/20 19:52:21:550',2,0.534811,0.179994,0.634863,0.008207,3
331,'2017/11/20 19:52:21:570',2,0.535466,0.179234,0.644624,0.00821,3
332,'2017/11/20 19:52:21:590',2,0.535862,0.179469,0.652709,0.008211,3
333,'2017/11/20 19:52:21:610',2,0.535784,0.179911,0.659642,0.00823,3
334,'2017/11/20 19:52:21:630',2,0.534832,0.180764,0.66199,0.008203,3
335,'2017/11/20 19:52:21:650',2,0.532386,0.181076,0.661812,0.008222,3
336,'2017/11/20 19:52:21:670',2,0.530715,0.183093,0.661128,0.008336,3
337,'2017/11/20 19:52:21:690',2,0.525921,0.192022,0.647648,0.00845,3
338,'2017/11/20 19:52:21:710',2,0.522578,0.195081,0.63497,0.008608,3
339,'2017/11/20 19:52:21:730',2,0.517212,0.198619,0.613883,0.009086,3
340,'2017/11/20 19:52:21:750',2,0.511741,0.203245,0.595357,0.009921,3
341,'2017/11/20 19:52:21:770',2,0.506958,0.202926,0.575314,0.009784,3
342,'2017/11/20 19:52:21:790',2,0.50428,0.205674,0.555397,0.009677,3
343,'2017/11/20 19:52:21:810',2,0.501015,0.21168,0.523681,0.009768,3
344,'2017/11/20 19:52:21:830',2,0.497403,0.217213,0.500022,0.009951,3
345,'2017/11/20 19:52:21:850',2,0.494108,0.222668,0.474988,0.010052,3
346,'2017/11/20 19:52:21:870',2,0.491939,0.231445,0.434073,0.010047,3
347,'2017/11/20 19:52:21:890',2,0.489093,0.235572,0.410365,0.010087,3
348,'2017/11/20 19:52:21:910',2,0.484729,0.238896,0.387355,0.01016,3
349,'2017/11/20 19:52:21:930',2,0.477445,0.243372,0.354664,0.010331,3
350,'2017/11/20 19:52:21:950',2,0.473026,0.246526,0.33438,0.010373,3
351,'2017/11/20 19:52:21:970',2,0.467844,0.248537,0.316808,0.010404,3
352,'2017/11/20 19:52:21:990',2,0.462807,0.252747,0.298624,0.010453,3
353,'2017/11/20 19:52:22:010',2,0.454643,0.254275,0.281972,0.010377,3
354,'2017/11/20 19:52:22:030',2,0.450153,0.25442,0.274999,0.010305,3
355,'2017/11/20 19:52:22:050',2,0.446447,0.253966,0.270682,0.010292,3
356,'2017/11/20 19:52:22:070',2,0.441917,0.253491,0.264063,0.0103,3
357,'2017/11/20 19:52:22:090',2,0.440428,0.253286,0.261169,0.010303,3
358,'2017/11/20 19:52:22:110',2,0.440006,0.253174,0.259706,0.010314,3
359,'2017/11/20 19:52:22:130',2,0.440331,0.252909,0.259489,0.01033,3
360,'2017/11/20 19:52:22:150',2,0.441735,0.252198,0.261063,0.010341,3
361,'2017/11/20 19:52:22:170',2,0.44482,0.250161,0.267807,0.010432,3
362,'2017/11/20 19:52:22:190',2,0.449455,0.245769,0.283656,0.010599,3
363,'2017/11/20 19:52:22:210',2,0.452948,0.241594,0.294104,0.010745,3
364,'2017/11/20 19:52:22:230',2,0.455464,0.236658,0.3077,0.010817,3
365,'2017/11/20 19:52:22:250',2,0.457708,0.230658,0.322907,0.010975,3
366,'2017/11/20 19:52:22:270',2,0.461854,0.221797,0.347749,0.01103,3
367,'2017/11/20 19:52:22:290',2,0.464255,0.215432,0.366846,0.011006,3
368,'2017/11/20 19:52:22:310',2,0.466563,0.206937,0.387706,0.0109,3
369,'2017/11/20 19:52:22:330',2,0.471123,0.202302,0.418656,0.010852,3
370,'2017/11/20 19:52:22:350',2,0.472989,0.198863,0.441959,0.010882,3
371,'2017/11/20 19:52:22:370',2,0.475297,0.194737,0.465245,0.010891,3
372,'2017/11/20 19:52:22:390',2,0.480996,0.189785,0.497003,0.010652,3
373,'2017/11/20 19:52:22:410',2,0.484786,0.181181,0.520985,0.01021,3
374,'2017/11/20 19:52:22:430',2,0.488096,0.172075,0.543166,0.009591,3
375,'2017/11/20 19:52:22:450',2,0.493153,0.160446,0.574994,0.008588,3
376,'2017/11/20 19:52:22:470',2,0.498416,0.152084,0.595138,0.007816,3
377,'2017/11/20 19:52:22:490',2,0.501142,0.147246,0.61528,0.007173,3
378,'2017/11/20 19:52:22:510',2,0.500141,0.150167,0.62944,0.007034,3
379,'2017/11/20 19:52:22:530',2,0.498482,0.155312,0.636642,0.007054,3
380,'2017/11/20 19:52:22:550',2,0.498812,0.162271,0.635227,0.006821,3
381,'2017/11/20 19:52:22:570',2,0.500081,0.167698,0.636545,0.006274,3
382,'2017/11/20 19:52:22:590',2,0.498455,0.180119,0.643872,0.006007,3
383,'2017/11/20 19:52:22:610',2,0.500039,0.187591,0.64975,0.005914,3
384,'2017/11/20 19:52:22:630',2,0.503574,0.198064,0.660292,0.006061,3
385,'2017/11/20 19:52:29:931',2,0.015436,0.3985,0.573803,0.102784,4
386,'2017/11/20 19:52:29:951',2,0.016857,0.389087,0.572068,0.109929,4
387,'2017/11/20 19:52:29:971',2,0.018374,0.38054,0.570596,0.116807,4
388,'2017/11/20 19:52:29:991',2,0.020128,0.373519,0.567925,0.122522,4
389,'2017/11/20 19:52:30:011',2,0.023251,0.367821,0.565617,0.126193,4
390,'2017/11/20 19:52:30:031',2,0.029719,0.360767,0.560511,0.130744,4
391,'2017/11/20 19:52:30:051',2,0.042368,0.334094,0.55358,0.156796,4
392,'2017/11/20 19:52:30:071',2,0.056974,0.299098,0.544592,0.197426,4
393,'2017/11/20 19:52:30:091',2,0.079795,0.244471,0.529256,0.269619,4
394,'2017/11/20 19:52:30:111',2,0.092392,0.234831,0.521344,0.282021,4
395,'2017/11/20 19:52:30:131',2,0.107311,0.222502,0.517022,0.295957,4
396,'2017/11/20 19:52:30:151',2,0.132429,0.199621,0.509785,0.32576,4
397,'2017/11/20 19:52:30:171',2,0.149021,0.188433,0.505449,0.340411,4
398,'2017/11/20 19:52:30:191',2,0.163382,0.179841,0.496141,0.352792,4
399,'2017/11/20 19:52:30:211',2,0.188428,0.165378,0.491159,0.37135,4
400,'2017/11/20 19:52:30:231',2,0.202093,0.167149,0.48612,0.366031,4
401,'2017/11/20 19:52:30:251',2,0.217389,0.168936,0.47554,0.360751,4
402,'2017/11/20 19:52:30:271',2,0.233141,0.169464,0.472766,0.357998,4
403,'2017/11/20 19:52:30:291',2,0.257342,0.167545,0.46704,0.359594,4
404,'2017/11/20 19:52:30:311',2,0.274649,0.164159,0.463023,0.363691,4
405,'2017/11/20 19:52:30:331',2,0.29369,0.155779,0.45737,0.376059,4
406,'2017/11/20 19:52:30:351',2,0.325482,0.12383,0.450532,0.424993,4
407,'2017/11/20 19:52:30:371',2,0.343951,0.114118,0.445405,0.44026,4
408,'2017/11/20 19:52:30:391',2,0.362106,0.106527,0.43942,0.453242,4
409,'2017/11/20 19:52:30:411',2,0.393272,0.097753,0.428515,0.468455,4
410,'2017/11/20 19:52:30:431',2,0.413754,0.087687,0.425028,0.485768,4
411,'2017/11/20 19:52:30:451',2,0.435142,0.072589,0.421483,0.510296,4
412,'2017/11/20 19:52:30:471',2,0.457291,0.061031,0.417922,0.529483,4
413,'2017/11/20 19:52:30:491',2,0.491453,0.054167,0.413642,0.542284,4
414,'2017/11/20 19:52:30:511',2,0.507161,0.050304,0.413594,0.549378,4
415,'2017/11/20 19:52:30:531',2,0.528217,0.042638,0.4122,0.563382,4
416,'2017/11/20 19:52:30:551',2,0.556434,0.039415,0.413722,0.570861,4
417,'2017/11/20 19:52:30:571',2,0.573421,0.035371,0.417248,0.578172,4
418,'2017/11/20 19:52:30:591',2,0.590788,0.030153,0.426321,0.587138,4
419,'2017/11/20 19:52:30:611',2,0.620194,0.013339,0.433702,0.615118,4
420,'2017/11/20 19:52:30:631',2,0.642806,0.005099,0.437726,0.630114,4
421,'2017/11/20 19:52:30:651',2,0.663915,0,0.438836,0.64048,4
422,'2017/11/20 19:52:30:671',2,0.688818,0.015598,0.435151,0.618754,4
423,'2017/11/20 19:52:30:691',2,0.70486,0.03088,0.433778,0.596151,4
424,'2017/11/20 19:52:30:711',2,0.718169,0.039107,0.43424,0.583405,4
425,'2017/11/20 19:52:30:731',2,0.73435,0.047109,0.43669,0.571965,4
426,'2017/11/20 19:52:30:751',2,0.757289,0.069347,0.440911,0.540439,4
427,'2017/11/20 19:52:30:771',2,0.771755,0.087853,0.441253,0.513172,4
428,'2017/11/20 19:52:30:791',2,0.783749,0.105481,0.442943,0.486445,4
429,'2017/11/20 19:52:30:811',2,0.80622,0.127284,0.452754,0.45576,4
430,'2017/11/20 19:52:30:831',2,0.821938,0.136916,0.458779,0.442388,4
431,'2017/11/20 19:52:30:851',2,0.838402,0.147714,0.464239,0.428198,4
432,'2017/11/20 19:52:30:871',2,0.856712,0.169202,0.474019,0.396989,4
433,'2017/11/20 19:52:30:891',2,0.86841,0.18189,0.480527,0.37871,4
434,'2017/11/20 19:52:30:911',2,0.880135,0.198185,0.484547,0.354381,4
435,'2017/11/20 19:52:30:931',2,0.898498,0.223339,0.491307,0.319569,4
436,'2017/11/20 19:52:30:951',2,0.908968,0.236277,0.493249,0.301417,4
437,'2017/11/20 19:52:30:971',2,0.919662,0.248246,0.501587,0.288048,4
438,'2017/11/20 19:52:30:991',2,0.926857,0.260858,0.501942,0.270678,4
439,'2017/11/20 19:52:31:011',2,0.940903,0.264103,0.511654,0.270985,4
440,'2017/11/20 19:52:31:031',2,0.944017,0.26963,0.513105,0.263506,4
441,'2017/11/20 19:52:31:051',2,0.946606,0.280432,0.511113,0.249027,4
442,'2017/11/20 19:52:31:071',2,0.948888,0.28557,0.508339,0.241921,4
443,'2017/11/20 19:52:31:091',2,0.949794,0.282112,0.508791,0.246929,4
444,'2017/11/20 19:52:31:111',2,0.95004,0.278232,0.509068,0.252264,4
445,'2017/11/20 19:52:31:131',2,0.94602,0.276739,0.505418,0.254514,4
446,'2017/11/20 19:52:31:151',2,0.94106,0.273192,0.502186,0.259614,4
447,'2017/11/20 19:52:31:171',2,0.935541,0.259983,0.499992,0.277431,4
448,'2017/11/20 19:52:31:191',2,0.927288,0.243485,0.497426,0.2989,4
449,'2017/11/20 19:52:31:211',2,0.917802,0.201453,0.497306,0.356671,4
450,'2017/11/20 19:52:31:231',2,0.912989,0.178915,0.499861,0.389571,4
451,'2017/11/20 19:52:31:251',2,0.907953,0.157934,0.496752,0.419012,4
452,'2017/11/20 19:52:31:271',2,0.896635,0.126484,0.494197,0.463388,4
453,'2017/11/20 19:52:31:291',2,0.887231,0.108605,0.491082,0.489061,4
454,'2017/11/20 19:52:31:311',2,0.878063,0.09148,0.492973,0.515148,4
455,'2017/11/20 19:52:31:331',2,0.863471,0.08036,0.486276,0.531438,4
456,'2017/11/20 19:52:31:351',2,0.854523,0.076725,0.479911,0.537402,4
457,'2017/11/20 19:52:31:371',2,0.84617,0.075587,0.475191,0.540371,4
458,'2017/11/20 19:52:31:391',2,0.837004,0.069553,0.469788,0.552616,4
459,'2017/11/20 19:52:31:411',2,0.823161,0.065853,0.462821,0.557932,4
460,'2017/11/20 19:52:31:431',2,0.81322,0.06961,0.456604,0.55274,4
461,'2017/11/20 19:52:31:451',2,0.802932,0.072341,0.453578,0.549203,4
462,'2017/11/20 19:52:31:471',2,0.78632,0.072377,0.4471,0.549961,4
463,'2017/11/20 19:52:31:491',2,0.773621,0.068581,0.443289,0.555576,4
464,'2017/11/20 19:52:31:511',2,0.765355,0.068719,0.440861,0.55713,4
465,'2017/11/20 19:52:31:531',2,0.748049,0.070459,0.436499,0.556534,4
466,'2017/11/20 19:52:31:551',2,0.737486,0.072055,0.433246,0.555501,4
467,'2017/11/20 19:52:31:571',2,0.729013,0.072353,0.431932,0.557721,4
468,'2017/11/20 19:52:31:591',2,0.711043,0.06879,0.432553,0.566627,4
469,'2017/11/20 19:52:31:611',2,0.702542,0.06473,0.432736,0.574661,4
470,'2017/11/20 19:52:31:631',2,0.691647,0.0587,0.434207,0.58471,4
471,'2017/11/20 19:52:31:651',2,0.674713,0.051917,0.433402,0.595925,4
472,'2017/11/20 19:52:31:671',2,0.660741,0.050372,0.434307,0.598961,4
473,'2017/11/20 19:52:31:691',2,0.648447,0.04821,0.433554,0.602195,4
474,'2017/11/20 19:52:31:711',2,0.632648,0.043864,0.43674,0.608602,4
475,'2017/11/20 19:52:31:731',2,0.609594,0.035864,0.442584,0.61981,4
476,'2017/11/20 19:52:31:751',2,0.594499,0.027987,0.444616,0.630475,4
477,'2017/11/20 19:52:31:771',2,0.581221,0.021799,0.443119,0.639043,4
478,'2017/11/20 19:52:31:791',2,0.560443,0.02084,0.43491,0.638623,4
479,'2017/11/20 19:52:31:811',2,0.546449,0.020097,0.428575,0.638425,4
480,'2017/11/20 19:52:31:831',2,0.533403,0.025913,0.422496,0.628961,4
481,'2017/11/20 19:52:31:851',2,0.506828,0.047625,0.420393,0.593258,4
482,'2017/11/20 19:52:31:871',2,0.491452,0.0575,0.419399,0.576951,4
483,'2017/11/20 19:52:31:891',2,0.473997,0.068811,0.418377,0.557927,4
484,'2017/11/20 19:52:31:911',2,0.456885,0.078932,0.416765,0.541294,4
485,'2017/11/20 19:52:31:931',2,0.432213,0.087369,0.416939,0.526442,4
486,'2017/11/20 19:52:31:951',2,0.417291,0.09297,0.417302,0.515903,4
487,'2017/11/20 19:52:31:971',2,0.399991,0.098319,0.418423,0.506188,4
488,'2017/11/20 19:52:31:991',2,0.373585,0.109022,0.419961,0.487205,4
489,'2017/11/20 19:52:32:011',2,0.356261,0.114136,0.426664,0.476503,4
490,'2017/11/20 19:52:32:031',2,0.340041,0.116316,0.429706,0.47026,4
491,'2017/11/20 19:52:32:051',2,0.316827,0.117072,0.435709,0.464646,4
492,'2017/11/20 19:52:32:071',2,0.298674,0.118921,0.441865,0.458469,4
493,'2017/11/20 19:52:32:091',2,0.281359,0.120233,0.446012,0.453605,4
494,'2017/11/20 19:52:32:111',2,0.256583,0.123025,0.456587,0.444762,4
495,'2017/11/20 19:52:32:131',2,0.241131,0.12387,0.461381,0.44081,4
496,'2017/11/20 19:52:32:151',2,0.224531,0.123725,0.468463,0.438576,4
497,'2017/11/20 19:52:32:171',2,0.200996,0.120212,0.481403,0.439532,4
498,'2017/11/20 19:52:32:191',2,0.187041,0.117299,0.486173,0.442185,4
499,'2017/11/20 19:52:32:211',2,0.172438,0.11385,0.492407,0.445162,4
500,'2017/11/20 19:52:32:231',2,0.158786,0.114793,0.501542,0.441932,4
501,'2017/11/20 19:52:32:251',2,0.142277,0.110426,0.508721,0.4451,4
502,'2017/11/20 19:52:32:271',2,0.13122,0.110095,0.512914,0.443986,4
503,'2017/11/20 19:52:32:291',2,0.115737,0.119499,0.519786,0.430262,4
504,'2017/11/20 19:52:32:311',2,0.09952,0.131218,0.526954,0.411875,4
505,'2017/11/20 19:52:32:331',2,0.08428,0.145936,0.535294,0.391053,4
506,'2017/11/20 19:52:32:351',2,0.07097,0.154609,0.539687,0.379568,4
507,'2017/11/20 19:52:32:371',2,0.052078,0.193739,0.54821,0.323672,4
508,'2017/11/20 19:52:32:391',2,0.046382,0.209808,0.54893,0.299554,4
509,'2017/11/20 19:52:32:411',2,0.042055,0.221606,0.549796,0.281998,4
510,'2017/11/20 19:52:32:431',2,0.035871,0.226708,0.551421,0.274925,4
511,'2017/11/20 19:52:32:451',2,0.038752,0.199148,0.55155,0.311487,4
512,'2017/11/20 19:52:32:471',2,0.051173,0.125146,0.545735,0.415617,4
513,'2017/11/20 19:52:32:491',2,0.05529,0.098999,0.543592,0.452663,4
514,'2017/11/20 19:52:32:511',2,0.057484,0.086675,0.54139,0.466588,4
515,'2017/11/20 19:52:32:531',2,0.061701,0.090631,0.542808,0.45813,4
516,'2017/11/20 19:52:32:551',2,0.075486,0.089856,0.536636,0.454505,4
517,'2017/11/20 19:52:32:571',2,0.092606,0.097775,0.534263,0.440945,4
518,'2017/11/20 19:52:32:591',2,0.103541,0.105881,0.528835,0.429575,4
519,'2017/11/20 19:52:32:611',2,0.121514,0.105428,0.523596,0.428832,4
520,'2017/11/20 19:52:32:631',2,0.149615,0.090068,0.510993,0.451427,4
521,'2017/11/20 19:52:32:651',2,0.168793,0.080033,0.50684,0.466121,4
522,'2017/11/20 19:52:32:671',2,0.188812,0.065666,0.5015,0.48811,4
523,'2017/11/20 19:52:32:711',2,0.23842,0.050889,0.488289,0.51256,4
524,'2017/11/20 19:52:32:731',2,0.256183,0.041903,0.484015,0.527907,4
525,'2017/11/20 19:52:32:751',2,0.277144,0.033235,0.472036,0.54177,4
526,'2017/11/20 19:52:32:771',2,0.307977,0.026952,0.460944,0.554217,4
527,'2017/11/20 19:52:32:791',2,0.330643,0.022417,0.456713,0.562863,4
528,'2017/11/20 19:52:32:811',2,0.350472,0.01989,0.451233,0.569123,4
529,'2017/11/20 19:52:32:831',2,0.38482,0.016396,0.439669,0.578072,4
530,'2017/11/20 19:52:32:851',2,0.407119,0.017429,0.433991,0.578681,4
531,'2017/11/20 19:52:32:871',2,0.431576,0.015564,0.429407,0.584172,4
532,'2017/11/20 19:52:32:891',2,0.465164,0.017339,0.425827,0.58593,4
533,'2017/11/20 19:52:32:911',2,0.487382,0.023018,0.425728,0.579803,4
534,'2017/11/20 19:52:32:931',2,0.510169,0.031747,0.425875,0.569208,4
535,'2017/11/20 19:52:32:951',2,0.532105,0.036713,0.425952,0.563321,4
536,'2017/11/20 19:52:32:971',2,0.562724,0.039909,0.43207,0.561798,4
537,'2017/11/20 19:52:32:991',2,0.582525,0.037934,0.439293,0.566509,4
538,'2017/11/20 19:52:33:011',2,0.602237,0.033283,0.445759,0.575517,4
539,'2017/11/20 19:52:33:031',2,0.640645,0.026378,0.443878,0.588787,4
540,'2017/11/20 19:52:33:051',2,0.664906,0.023721,0.445364,0.595681,4
541,'2017/11/20 19:52:33:071',2,0.689015,0.020661,0.44736,0.603031,4
542,'2017/11/20 19:52:33:091',2,0.72259,0.019667,0.449584,0.607594,4
543,'2017/11/20 19:52:33:111',2,0.742878,0.026888,0.450671,0.598705,4
544,'2017/11/20 19:52:33:131',2,0.760935,0.027222,0.45286,0.599217,4
545,'2017/11/20 19:52:33:151',2,0.776904,0.025797,0.459391,0.60182,4
546,'2017/11/20 19:52:33:171',2,0.803598,0.02447,0.469037,0.606578,4
547,'2017/11/20 19:52:33:191',2,0.821048,0.023478,0.477254,0.610746,4
548,'2017/11/20 19:52:33:211',2,0.838327,0.026543,0.483488,0.609073,4
549,'2017/11/20 19:52:33:231',2,0.865389,0.029104,0.493517,0.612811,4
550,'2017/11/20 19:52:33:251',2,0.885622,0.022576,0.503476,0.629489,4
551,'2017/11/20 19:52:33:271',2,0.907881,0.012376,0.513357,0.654477,4
552,'2017/11/20 19:52:33:291',2,0.945957,0,0.537758,0.729664,4
553,'2017/11/20 19:52:33:311',2,0.962068,0,0.563644,0.731489,4
554,'2017/11/20 19:52:33:331',2,0.96505,0.055274,0.592934,0.615152,4
555,'2017/11/20 19:52:40:853',2,0.620219,0.362351,0.667048,0.144333,5
556,'2017/11/20 19:52:40:873',2,0.602714,0.396091,0.647536,0.141965,5
557,'2017/11/20 19:52:40:893',2,0.592621,0.420043,0.636124,0.139238,5
558,'2017/11/20 19:52:40:913',2,0.584604,0.440881,0.627433,0.138078,5
559,'2017/11/20 19:52:40:933',2,0.573099,0.461778,0.612986,0.140272,5
560,'2017/11/20 19:52:40:953',2,0.56824,0.474087,0.601795,0.140304,5
561,'2017/11/20 19:52:40:973',2,0.562313,0.478247,0.59265,0.143485,5
562,'2017/11/20 19:52:40:993',2,0.556412,0.475342,0.582234,0.149015,5
563,'2017/11/20 19:52:41:013',2,0.548325,0.457933,0.561837,0.159141,5
564,'2017/11/20 19:52:41:033',2,0.543263,0.437663,0.548372,0.167396,5
565,'2017/11/20 19:52:41:053',2,0.536784,0.409961,0.535967,0.178165,5
566,'2017/11/20 19:52:41:073',2,0.52834,0.352473,0.515471,0.202102,5
567,'2017/11/20 19:52:41:093',2,0.521819,0.304268,0.502303,0.221103,5
568,'2017/11/20 19:52:41:113',2,0.516126,0.249656,0.491317,0.242803,5
569,'2017/11/20 19:52:41:133',2,0.5081,0.163734,0.484457,0.270352,5
570,'2017/11/20 19:52:41:153',2,0.501692,0.10969,0.484014,0.283311,5
571,'2017/11/20 19:52:41:173',2,0.494263,0.059873,0.486787,0.293147,5
572,'2017/11/20 19:52:41:193',2,0.479856,0.005005,0.491501,0.291137,5
573,'2017/11/20 19:52:41:213',2,0.470849,0,0.496693,0.296282,5
574,'2017/11/20 19:52:41:233',2,0.464502,0,0.503525,0.301894,5
575,'2017/11/20 19:52:41:253',2,0.457673,0,0.513458,0.292531,5
576,'2017/11/20 19:52:41:273',2,0.456388,0,0.523564,0.296184,5
577,'2017/11/20 19:52:41:293',2,0.453656,0,0.527731,0.303396,5
578,'2017/11/20 19:52:41:313',2,0.453408,0,0.529937,0.304011,5
579,'2017/11/20 19:52:41:333',2,0.450764,0,0.52689,0.27162,5
580,'2017/11/20 19:52:41:353',2,0.441944,0,0.517512,0.20778,5
581,'2017/11/20 19:52:41:373',2,0.420868,0.075433,0.499272,0.10016,5
582,'2017/11/20 19:52:41:393',2,0.398374,0.241603,0.479029,0.143,5
583,'2017/11/20 19:52:41:413',2,0.387234,0.329537,0.472892,0.219855,5
584,'2017/11/20 19:52:41:433',2,0.38057,0.397299,0.47361,0.275385,5
585,'2017/11/20 19:52:41:453',2,0.368163,0.530625,0.476759,0.402507,5
586,'2017/11/20 19:52:41:473',2,0.3623,0.604826,0.482548,0.465584,5
587,'2017/11/20 19:52:41:493',2,0.360063,0.664513,0.489037,0.505581,5
588,'2017/11/20 19:52:41:513',2,0.357429,0.712813,0.493915,0.528697,5
589,'2017/11/20 19:52:41:533',2,0.350451,0.773986,0.499273,0.547407,5
590,'2017/11/20 19:52:41:553',2,0.346822,0.806882,0.505322,0.547836,5
591,'2017/11/20 19:52:41:573',2,0.350464,0.821626,0.509303,0.520058,5
592,'2017/11/20 19:52:41:593',2,0.367975,0.760948,0.511648,0.381465,5
593,'2017/11/20 19:52:41:613',2,0.40943,0.517495,0.512655,0.087783,5
594,'2017/11/20 19:52:41:633',2,0.437863,0.334244,0.512981,0.294297,5
595,'2017/11/20 19:52:41:653',2,0.46917,0.283928,0.513368,0.409929,5
596,'2017/11/20 19:52:41:673',2,0.472228,0.352072,0.515546,0.334384,5
597,'2017/11/20 19:52:41:693',2,0.466391,0.411353,0.520015,0.270413,5
598,'2017/11/20 19:52:41:713',2,0.462699,0.464801,0.524659,0.214131,5
599,'2017/11/20 19:52:41:733',2,0.46107,0.489288,0.525871,0.186752,5
600,'2017/11/20 19:52:41:753',2,0.460548,0.5083,0.5277,0.163683,5
601,'2017/11/20 19:52:41:773',2,0.462326,0.527679,0.532755,0.135367,5
602,'2017/11/20 19:52:41:793',2,0.465613,0.535924,0.531331,0.123874,5
603,'2017/11/20 19:52:41:813',2,0.469253,0.535564,0.52517,0.119385,5
604,'2017/11/20 19:52:41:833',2,0.478431,0.524171,0.516641,0.121311,5
605,'2017/11/20 19:52:41:853',2,0.496773,0.491372,0.499229,0.138054,5
606,'2017/11/20 19:52:41:873',2,0.508932,0.458228,0.485855,0.154624,5
607,'2017/11/20 19:52:41:893',2,0.520624,0.41649,0.474188,0.171383,5
608,'2017/11/20 19:52:41:913',2,0.534535,0.336467,0.463712,0.196544,5
609,'2017/11/20 19:52:41:933',2,0.541542,0.274793,0.46005,0.21409,5
610,'2017/11/20 19:52:41:953',2,0.548072,0.20777,0.459702,0.231881,5
611,'2017/11/20 19:52:41:973',2,0.553324,0.140697,0.463198,0.247828,5
612,'2017/11/20 19:52:41:993',2,0.555622,0.044667,0.481148,0.269435,5
613,'2017/11/20 19:52:42:013',2,0.556317,0,0.494648,0.285057,5
614,'2017/11/20 19:52:42:033',2,0.556415,0,0.509721,0.299012,5
615,'2017/11/20 19:52:42:053',2,0.559749,0,0.526866,0.317103,5
616,'2017/11/20 19:52:42:073',2,0.563225,0,0.534458,0.327284,5
617,'2017/11/20 19:52:42:093',2,0.568139,0,0.535995,0.340757,5
618,'2017/11/20 19:52:42:113',2,0.575602,0,0.54084,0.369493,5
619,'2017/11/20 19:52:42:133',2,0.579722,0,0.538852,0.390528,5
620,'2017/11/20 19:52:42:153',2,0.581193,0,0.540377,0.418426,5
621,'2017/11/20 19:52:42:173',2,0.583739,0,0.534604,0.459078,5
622,'2017/11/20 19:52:42:193',2,0.586561,0,0.524581,0.48064,5
623,'2017/11/20 19:52:42:213',2,0.58987,0,0.518437,0.494139,5
624,'2017/11/20 19:52:42:233',2,0.591659,0,0.51821,0.491649,5
625,'2017/11/20 19:52:42:253',2,0.571535,0.061495,0.518146,0.431794,5
626,'2017/11/20 19:52:42:273',2,0.549505,0.135818,0.518849,0.374523,5
627,'2017/11/20 19:52:42:293',2,0.521033,0.218293,0.519012,0.307267,5
628,'2017/11/20 19:52:42:313',2,0.486978,0.339735,0.525291,0.21617,5
629,'2017/11/20 19:52:42:333',2,0.469859,0.428972,0.530919,0.145104,5
630,'2017/11/20 19:52:42:353',2,0.457549,0.494709,0.537426,0.11181,5
631,'2017/11/20 19:52:42:373',2,0.449534,0.568545,0.544442,0.096525,5
632,'2017/11/20 19:52:42:393',2,0.442271,0.616755,0.549998,0.091311,5
633,'2017/11/20 19:52:42:413',2,0.43972,0.649574,0.556793,0.089022,5
634,'2017/11/20 19:52:42:433',2,0.435116,0.691859,0.573139,0.083897,5
635,'2017/11/20 19:52:42:453',2,0.43323,0.717105,0.58065,0.081012,5
636,'2017/11/20 19:52:42:473',2,0.433233,0.739936,0.584969,0.079835,5
637,'2017/11/20 19:52:42:493',2,0.431908,0.769604,0.596999,0.077141,5
638,'2017/11/20 19:52:42:513',2,0.432092,0.781361,0.603463,0.076536,5
639,'2017/11/20 19:52:42:533',2,0.432593,0.784417,0.61145,0.076432,5
640,'2017/11/20 19:52:42:553',2,0.434279,0.785925,0.613774,0.076384,5
641,'2017/11/20 19:52:42:573',2,0.437103,0.786306,0.614461,0.075138,5
642,'2017/11/20 19:52:42:593',2,0.439615,0.78543,0.613923,0.074557,5
643,'2017/11/20 19:52:42:613',2,0.447641,0.779823,0.605127,0.074901,5
644,'2017/11/20 19:52:42:633',2,0.461808,0.756838,0.59128,0.076985,5
645,'2017/11/20 19:52:42:653',2,0.467083,0.732265,0.581694,0.081656,5
646,'2017/11/20 19:52:42:673',2,0.475403,0.707964,0.56817,0.089893,5
647,'2017/11/20 19:52:42:693',2,0.486121,0.679206,0.551498,0.100567,5
648,'2017/11/20 19:52:42:713',2,0.500403,0.613707,0.528259,0.109716,5
649,'2017/11/20 19:52:42:733',2,0.50805,0.572977,0.515467,0.118462,5
650,'2017/11/20 19:52:42:753',2,0.516452,0.514357,0.501052,0.129795,5
651,'2017/11/20 19:52:42:773',2,0.528463,0.404045,0.4813,0.150246,5
652,'2017/11/20 19:52:42:793',2,0.536924,0.322178,0.474829,0.165406,5
