@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
191,'2017/11/20 19:45:17:040',1,0.007748,0.010717,0.021309,0.005134,0.006574,0.005765,0.002732,0.002632,0.002562,0.001649,0.001937,0.00135,0.000833,0.002105,0.003117,0.00055,0.000669,0.000422,0.000457,0.000341,0.000231,0.000185,0.000172,0.000165,0.000081,1
192,'2017/11/20 19:45:17:041',1,0.005548,0.006786,0.018413,0.008372,0.008093,0.004931,0.002477,0.001905,0.001978,0.001954,0.002205,0.000885,0.000778,0.001927,0.002653,0.000671,0.000554,0.000427,0.000348,0.000292,0.00025,0.000198,0.00015,0.000177,0.000082,1
193,'2017/11/20 19:45:17:064',1,0.005218,0.005449,0.009495,0.010238,0.004754,0.007318,0.003728,0.001859,0.001303,0.002021,0.002297,0.000815,0.00088,0.001627,0.002462,0.000666,0.000568,0.000444,0.000399,0.000371,0.000236,0.000209,0.00016,0.000167,0.000093,1
194,'2017/11/20 19:45:17:064',1,0.002916,0.01095,0.01128,0.012191,0.00819,0.006197,0.004614,0.001609,0.002506,0.001789,0.001945,0.00082,0.000928,0.002234,0.00263,0.000749,0.000643,0.000409,0.000394,0.000341,0.000207,0.000194,0.000153,0.000163,0.000111,1
195,'2017/11/20 19:45:17:087',1,0.003517,0.010695,0.019205,0.009558,0.012277,0.00643,0.003516,0.001214,0.001859,0.001147,0.00146,0.00123,0.000674,0.001484,0.002067,0.000639,0.000631,0.000347,0.000404,0.000349,0.000222,0.000191,0.000145,0.000158,0.000094,1
196,'2017/11/20 19:45:17:087',1,0.003774,0.011844,0.034205,0.016719,0.00905,0.007796,0.001858,0.001981,0.001642,0.00103,0.001278,0.001107,0.001018,0.00145,0.002112,0.000623,0.000643,0.000376,0.000332,0.00034,0.00028,0.000174,0.000137,0.000147,0.000073,1
197,'2017/11/20 19:45:17:110',1,0.004456,0.017746,0.027501,0.012108,0.006207,0.003917,0.003021,0.001874,0.001538,0.00118,0.000958,0.001112,0.00101,0.001768,0.002123,0.000657,0.000617,0.000483,0.000309,0.000309,0.000274,0.000185,0.000142,0.000147,0.000073,1
198,'2017/11/20 19:45:17:110',1,0.005911,0.029769,0.020701,0.01208,0.010769,0.004854,0.003636,0.002032,0.001812,0.001044,0.000908,0.000943,0.000942,0.001337,0.002158,0.000493,0.000562,0.000454,0.00036,0.000348,0.000285,0.000301,0.000177,0.000135,0.000085,1
199,'2017/11/20 19:45:17:133',1,0.00457,0.02256,0.021685,0.010714,0.008511,0.006397,0.003788,0.002723,0.00172,0.000799,0.000943,0.000632,0.001014,0.001795,0.0024,0.00041,0.000443,0.000432,0.000322,0.000327,0.000311,0.000241,0.000163,0.000131,0.000084,1
200,'2017/11/20 19:45:17:133',1,0.005393,0.019976,0.032463,0.011327,0.008209,0.00648,0.003379,0.003046,0.001519,0.001043,0.001358,0.001073,0.00085,0.002009,0.002344,0.000429,0.000498,0.000569,0.000344,0.000538,0.000284,0.00017,0.000167,0.000135,0.000076,1
201,'2017/11/20 19:45:17:156',1,0.01874,0.075609,0.09326,0.040498,0.050659,0.060742,0.086994,0.080383,0.095448,0.107274,0.071444,0.051307,0.085755,0.080393,0.045647,0.045892,0.032014,0.028364,0.026053,0.011359,0.030108,0.049067,0.014058,0.017569,0.011143,1
202,'2017/11/20 19:45:17:157',1,0.123769,0.638478,0.821493,0.354835,0.376061,0.32622,0.38983,0.332257,0.417752,0.462844,0.329052,0.202901,0.391048,0.403105,0.213935,0.21371,0.144608,0.137648,0.103975,0.048073,0.115592,0.190897,0.052862,0.069737,0.045463,1
203,'2017/11/20 19:45:17:180',1,0.200026,0.831654,0.971599,0.445793,0.332736,0.202178,0.225326,0.162879,0.216248,0.243885,0.182104,0.117742,0.209122,0.234461,0.11759,0.118118,0.081394,0.078838,0.050704,0.027785,0.054983,0.091673,0.026441,0.03596,0.024187,1
204,'2017/11/20 19:45:17:180',1,0.290853,0.607901,0.311639,0.143315,0.037712,0.033041,0.071899,0.073276,0.05628,0.050005,0.047788,0.031543,0.041902,0.043005,0.020546,0.018869,0.014706,0.017553,0.008166,0.008483,0.007104,0.01092,0.005479,0.010249,0.008289,1
205,'2017/11/20 19:45:17:203',1,0.093926,0.131054,0.177351,0.034794,0.012314,0.027964,0.029418,0.034974,0.026745,0.035333,0.020202,0.023429,0.024644,0.016957,0.012888,0.011829,0.007817,0.010902,0.005887,0.00471,0.004202,0.003877,0.002919,0.003777,0.00313,1
206,'2017/11/20 19:45:17:203',1,0.052393,0.139177,0.077926,0.027452,0.013629,0.019417,0.013529,0.025369,0.02401,0.013268,0.016042,0.015752,0.016012,0.013714,0.010556,0.009566,0.00775,0.008359,0.003758,0.002842,0.003489,0.002959,0.00183,0.001997,0.001325,1
207,'2017/11/20 19:45:17:226',1,0.022107,0.067111,0.104985,0.023264,0.012714,0.010198,0.00779,0.019396,0.018422,0.014289,0.01211,0.013868,0.012412,0.012849,0.006407,0.009169,0.005768,0.00662,0.003149,0.001539,0.002773,0.002357,0.001111,0.000974,0.000512,1
208,'2017/11/20 19:45:17:226',1,0.010977,0.039196,0.065984,0.022498,0.015097,0.01006,0.007191,0.013316,0.015474,0.015898,0.008142,0.011132,0.014336,0.011434,0.004613,0.007479,0.003679,0.004402,0.001787,0.001019,0.001493,0.002044,0.000457,0.000492,0.000223,1
209,'2017/11/20 19:45:17:249',1,0.003806,0.022831,0.031755,0.017678,0.009697,0.010345,0.007876,0.01074,0.009175,0.007651,0.008579,0.008941,0.012498,0.006907,0.003877,0.003198,0.001995,0.002424,0.000792,0.000676,0.000665,0.001657,0.000441,0.000585,0.000228,1
210,'2017/11/20 19:45:17:250',1,0.004185,0.023408,0.023707,0.023389,0.009817,0.009269,0.006279,0.004867,0.004502,0.004781,0.005654,0.006526,0.006491,0.00327,0.003658,0.001743,0.00122,0.001854,0.000864,0.000796,0.000672,0.00186,0.000708,0.001248,0.00041,1
211,'2017/11/20 19:45:20:500',2,0.004307,0.029096,0.031782,0.014527,0.021735,0.015388,0.00901,0.005158,0.005273,0.003912,0.003874,0.01051,0.02543,0.004304,0.00331,0.001933,0.001425,0.001505,0.00076,0.000668,0.000667,0.000495,0.000378,0.000413,0.000182,2
212,'2017/11/20 19:45:20:500',2,0.003533,0.039284,0.04371,0.014443,0.022098,0.026402,0.00968,0.008227,0.005419,0.005758,0.006399,0.007859,0.034094,0.004981,0.003148,0.006126,0.001641,0.001623,0.001,0.000756,0.001708,0.002487,0.00052,0.000564,0.001342,2
213,'2017/11/20 19:45:20:523',2,0.011969,0.079796,0.060383,0.058965,0.050029,0.025837,0.009446,0.008212,0.009349,0.015776,0.013064,0.008875,0.037234,0.010072,0.004864,0.019267,0.005091,0.002694,0.00242,0.001579,0.005185,0.008102,0.001187,0.00142,0.004359,2
214,'2017/11/20 19:45:20:524',2,0.012872,0.062997,0.037258,0.056946,0.043718,0.023296,0.008398,0.006211,0.005354,0.008014,0.006964,0.008796,0.02967,0.008686,0.003566,0.009009,0.003375,0.002026,0.00145,0.001232,0.002293,0.003347,0.000942,0.001137,0.001922,2
215,'2017/11/20 19:45:20:546',2,0.008749,0.03565,0.045801,0.035695,0.016045,0.012975,0.006342,0.006613,0.003718,0.002889,0.003426,0.00857,0.024516,0.004056,0.003201,0.002869,0.001537,0.00137,0.000733,0.000585,0.000599,0.000735,0.000526,0.000584,0.000419,2
216,'2017/11/20 19:45:20:547',2,0.010454,0.042877,0.051441,0.027067,0.02133,0.018795,0.006365,0.006733,0.005272,0.003243,0.00202,0.014047,0.018364,0.005407,0.003049,0.002479,0.001663,0.000901,0.000588,0.00072,0.000482,0.000423,0.000362,0.000292,0.000186,2
217,'2017/11/20 19:45:20:570',2,0.010553,0.022703,0.057263,0.029731,0.025907,0.032027,0.011265,0.004806,0.005082,0.002962,0.003419,0.011432,0.014587,0.006469,0.003666,0.002334,0.001662,0.001084,0.000647,0.000745,0.000519,0.000335,0.000297,0.000284,0.000183,2
218,'2017/11/20 19:45:20:570',2,0.009258,0.038499,0.055486,0.036139,0.024557,0.024372,0.007631,0.004494,0.005344,0.002918,0.003988,0.006201,0.010384,0.005989,0.003799,0.002317,0.001292,0.001008,0.000751,0.000571,0.000442,0.000319,0.000239,0.000274,0.000178,2
219,'2017/11/20 19:45:20:593',2,0.010754,0.038049,0.040145,0.027238,0.020331,0.025117,0.007618,0.004849,0.004827,0.003423,0.002939,0.005462,0.011711,0.006354,0.004573,0.001557,0.001286,0.001088,0.00074,0.000608,0.000472,0.000287,0.000274,0.000379,0.000476,2
220,'2017/11/20 19:45:20:593',2,0.007934,0.0217,0.020346,0.026398,0.010864,0.012686,0.007245,0.003604,0.003237,0.005468,0.002309,0.004982,0.01477,0.00552,0.003927,0.00133,0.001456,0.000905,0.001138,0.00062,0.00049,0.000288,0.000301,0.002223,0.004866,2
221,'2017/11/20 19:45:20:616',2,0.006371,0.018998,0.039085,0.018707,0.012845,0.009357,0.01656,0.01317,0.004437,0.005313,0.003175,0.003092,0.008119,0.00561,0.004137,0.001601,0.002284,0.00155,0.008005,0.001549,0.00074,0.000436,0.000395,0.007474,0.009338,2
222,'2017/11/20 19:45:20:616',2,0.003927,0.016669,0.029587,0.025186,0.024445,0.035367,0.057255,0.103932,0.039111,0.030235,0.024101,0.005916,0.008088,0.005974,0.005,0.002752,0.005091,0.002704,0.014966,0.003234,0.001348,0.000771,0.000861,0.017451,0.012418,2
223,'2017/11/20 19:45:20:640',2,0.014568,0.043878,0.06072,0.162645,0.168186,0.256954,0.492957,0.749908,0.341647,0.245104,0.12557,0.030765,0.019873,0.006603,0.017495,0.009085,0.031109,0.002935,0.015375,0.006768,0.001231,0.000999,0.001739,0.018884,0.012561,2
224,'2017/11/20 19:45:20:640',2,0.035482,0.104718,0.214105,0.389741,0.322919,0.477849,0.922137,1,0.646166,0.483026,0.223082,0.069664,0.033058,0.01212,0.054788,0.031902,0.04602,0.006217,0.018692,0.006201,0.000887,0.000773,0.002578,0.015859,0.01028,2
225,'2017/11/20 19:45:20:663',2,0.053268,0.1632,0.248198,0.510637,0.34003,0.595144,0.802433,1,0.701013,0.363829,0.196971,0.0461,0.025326,0.012338,0.051578,0.039817,0.035083,0.006611,0.013999,0.002557,0.001001,0.001259,0.003056,0.018247,0.012464,2
226,'2017/11/20 19:45:20:663',2,0.09838,0.206384,0.325014,0.573832,0.342161,0.708111,0.97573,1,0.772565,0.587728,0.262168,0.030683,0.019318,0.008299,0.036943,0.024782,0.040667,0.013451,0.016321,0.003755,0.000797,0.0023,0.006042,0.02049,0.013858,2
227,'2017/11/20 19:45:20:686',2,0.113551,0.212789,0.374844,0.643436,0.369889,0.771744,1,1,0.848168,0.570081,0.333909,0.0286,0.029295,0.009491,0.040724,0.034163,0.036546,0.012952,0.018735,0.004004,0.001133,0.005304,0.010923,0.018931,0.015598,2
228,'2017/11/20 19:45:20:686',2,0.120577,0.298125,0.459734,0.699911,0.466991,0.841704,1,1,1,0.63465,0.443344,0.058678,0.029437,0.011243,0.050857,0.048263,0.059356,0.012814,0.019678,0.004656,0.001289,0.002783,0.007932,0.022121,0.022758,2
229,'2017/11/20 19:45:20:709',2,0.127191,0.300994,0.438483,0.704145,0.460878,0.968387,1,1,1,0.619425,0.384147,0.083167,0.033705,0.015322,0.067638,0.046084,0.068134,0.014592,0.023123,0.003632,0.0008,0.001839,0.011198,0.024997,0.017585,2
230,'2017/11/20 19:45:20:709',2,0.159507,0.333058,0.678619,0.80326,0.420302,1,1,1,1,0.64189,0.250109,0.075535,0.042015,0.016042,0.050371,0.054098,0.068148,0.018159,0.027388,0.006097,0.000867,0.003364,0.011077,0.022582,0.01244,2
231,'2017/11/20 19:45:20:732',2,0.144428,0.365564,0.833096,0.760983,0.445055,1,1,1,1,0.730324,0.272756,0.08411,0.049493,0.016312,0.064775,0.066923,0.090367,0.0164,0.032156,0.007493,0.000963,0.004579,0.00898,0.021762,0.020751,2
232,'2017/11/20 19:45:20:732',2,0.125646,0.382939,0.930071,0.7167,0.551706,1,1,1,1,0.730711,0.339564,0.099694,0.065902,0.016137,0.087409,0.088757,0.089368,0.013745,0.051089,0.007811,0.001041,0.002964,0.007211,0.020983,0.019868,2
233,'2017/11/20 19:45:20:755',2,0.169161,0.317433,0.889052,0.768466,0.63327,1,1,1,1,0.766177,0.378244,0.124645,0.065459,0.017305,0.086098,0.05546,0.087589,0.011661,0.049272,0.007877,0.000967,0.00343,0.007168,0.020512,0.017442,2
234,'2017/11/20 19:45:20:756',2,0.150822,0.401794,0.764348,0.848472,0.550727,0.975318,1,1,1,0.808966,0.373975,0.108069,0.053553,0.018524,0.065891,0.038128,0.068731,0.011189,0.039229,0.012535,0.001038,0.001979,0.004785,0.021426,0.020582,2
235,'2017/11/20 19:45:20:779',2,0.119006,0.337805,0.699818,0.86843,0.411673,0.990415,1,1,1,0.779063,0.352375,0.096405,0.037421,0.011269,0.026816,0.033752,0.034883,0.014166,0.041528,0.009184,0.000938,0.001647,0.0048,0.026778,0.01831,2
236,'2017/11/20 19:45:20:779',2,0.142642,0.266662,0.778767,0.828807,0.417737,0.963745,1,1,1,0.611969,0.364106,0.087103,0.028559,0.006821,0.028403,0.02778,0.028628,0.01651,0.030445,0.009935,0.000711,0.002601,0.008694,0.028819,0.017718,2
237,'2017/11/20 19:45:20:802',2,0.146353,0.37794,0.783912,0.817899,0.44516,1,1,1,1,0.581204,0.25744,0.064059,0.018867,0.006716,0.027934,0.026145,0.042988,0.01586,0.031751,0.00934,0.000685,0.001524,0.00801,0.022027,0.017724,2
238,'2017/11/20 19:45:20:802',2,0.137987,0.348871,0.706073,0.764999,0.373069,1,1,1,0.741779,0.621037,0.227029,0.054414,0.016171,0.005981,0.014259,0.025555,0.037555,0.020412,0.039154,0.008549,0.000758,0.001629,0.006319,0.021537,0.012684,2
239,'2017/11/20 19:45:20:825',2,0.148896,0.264524,0.576828,0.730494,0.467952,0.964518,1,1,0.592367,0.691344,0.215389,0.0574,0.014301,0.006918,0.023999,0.025675,0.03281,0.016588,0.032038,0.007506,0.000723,0.002736,0.005755,0.022141,0.015644,2
240,'2017/11/20 19:45:20:825',2,0.181663,0.434234,0.345941,0.776705,0.472078,0.925603,1,1,0.746089,0.602426,0.147482,0.043557,0.011525,0.006681,0.015172,0.010959,0.022082,0.007982,0.033491,0.007925,0.000637,0.001841,0.004836,0.020588,0.016607,2
241,'2017/11/20 19:45:20:848',2,0.125735,0.285616,0.16141,0.78706,0.454874,0.863381,1,1,0.857798,0.69722,0.18521,0.040689,0.015038,0.007552,0.012082,0.010885,0.026395,0.012939,0.03523,0.004802,0.000653,0.002035,0.003581,0.02691,0.013674,2
242,'2017/11/20 19:45:20:849',2,0.117733,0.245947,0.355807,0.790889,0.473469,0.894104,1,1,0.728512,0.765201,0.250035,0.039092,0.015592,0.009105,0.02079,0.018665,0.032501,0.016744,0.036986,0.007655,0.000521,0.001331,0.003893,0.02814,0.014326,2
243,'2017/11/20 19:45:20:871',2,0.173376,0.346059,0.550807,0.787569,0.405236,0.998295,1,1,0.520534,0.695496,0.223236,0.044414,0.023668,0.01178,0.028549,0.028649,0.04634,0.01375,0.039697,0.008956,0.000549,0.001312,0.005641,0.019964,0.015979,2
244,'2017/11/20 19:45:20:872',2,0.131364,0.280009,0.529611,0.770571,0.435322,1,1,1,0.681502,0.6356,0.248255,0.05428,0.02999,0.008637,0.037372,0.037559,0.045892,0.009455,0.024101,0.005532,0.000633,0.000967,0.00622,0.021418,0.01806,2
245,'2017/11/20 19:45:20:895',2,0.156506,0.336623,0.48127,0.759877,0.418935,1,1,1,0.710594,0.49418,0.220876,0.058253,0.025521,0.009706,0.041845,0.042819,0.048947,0.00524,0.015725,0.007761,0.000575,0.001006,0.005273,0.02186,0.014938,2
246,'2017/11/20 19:45:20:895',2,0.182216,0.433322,0.561358,0.799378,0.466138,1,1,1,1,0.593029,0.36651,0.073735,0.040388,0.012475,0.03801,0.064298,0.057831,0.005137,0.018366,0.008318,0.000577,0.000833,0.0053,0.022998,0.011611,2
247,'2017/11/20 19:45:20:918',2,0.159522,0.278808,0.517266,0.874583,0.565497,1,1,1,1,0.780198,0.40778,0.089035,0.041434,0.011931,0.060324,0.092002,0.066605,0.007615,0.023732,0.00637,0.000643,0.001094,0.004802,0.023208,0.011967,2
248,'2017/11/20 19:45:20:918',2,0.127886,0.312241,0.520088,0.893288,0.609548,0.988996,1,1,0.983625,0.790715,0.375334,0.075186,0.03443,0.014343,0.060773,0.098257,0.061196,0.006808,0.020065,0.008143,0.000843,0.001685,0.00435,0.025045,0.013027,2
249,'2017/11/20 19:45:20:941',2,0.149695,0.324855,0.616004,0.894213,0.521214,0.941391,1,1,0.839554,0.698192,0.357381,0.074288,0.027173,0.011147,0.087811,0.086849,0.060249,0.006773,0.022678,0.006749,0.000585,0.002202,0.00378,0.021615,0.011384,2
250,'2017/11/20 19:45:20:942',2,0.159706,0.295273,0.677803,0.888767,0.539366,0.944369,1,1,0.891665,0.692542,0.395628,0.077059,0.029792,0.011734,0.063617,0.064785,0.063767,0.006291,0.015695,0.00773,0.000638,0.001463,0.005571,0.017539,0.014261,2
251,'2017/11/20 19:45:20:965',2,0.151215,0.402268,0.715635,0.830957,0.583343,1,1,1,0.828665,0.730333,0.457642,0.103669,0.034664,0.011441,0.06272,0.063422,0.068164,0.007785,0.019654,0.007282,0.00065,0.000964,0.005328,0.018614,0.017561,2
252,'2017/11/20 19:45:20:965',2,0.14724,0.306645,0.566647,0.832841,0.623416,0.998695,1,1,0.696133,0.75307,0.409919,0.087509,0.0301,0.015515,0.069179,0.056219,0.064866,0.008042,0.022004,0.00653,0.000632,0.000865,0.004482,0.023507,0.014684,2
253,'2017/11/20 19:45:20:988',2,0.162743,0.283461,0.458455,0.818291,0.59908,1,1,1,0.599222,0.820028,0.325794,0.076368,0.026856,0.011811,0.07999,0.03603,0.059774,0.005817,0.021709,0.006947,0.000625,0.000674,0.003377,0.027381,0.009939,2
254,'2017/11/20 19:45:20:988',2,0.142913,0.285731,0.381842,0.801422,0.580452,1,1,1,0.732228,0.783092,0.26193,0.059808,0.023091,0.012475,0.085955,0.026177,0.054262,0.004111,0.009763,0.004565,0.000619,0.000552,0.002286,0.017564,0.007432,2
255,'2017/11/20 19:45:21:011',2,0.106723,0.204102,0.427034,0.763905,0.476133,1,1,1,0.837245,0.93944,0.281495,0.052253,0.02037,0.013108,0.078363,0.041013,0.058096,0.005621,0.018121,0.002808,0.000627,0.000541,0.002587,0.019713,0.006681,2
256,'2017/11/20 19:45:21:011',2,0.116285,0.278609,0.368779,0.701078,0.382374,1,1,1,0.737859,0.943807,0.257144,0.050253,0.017713,0.012735,0.071342,0.034331,0.051947,0.005299,0.015458,0.001855,0.000651,0.000579,0.00303,0.016006,0.009292,2
257,'2017/11/20 19:45:21:034',2,0.129467,0.219472,0.321342,0.625052,0.380526,0.988335,1,1,0.811309,0.890716,0.221352,0.054935,0.022364,0.012873,0.088206,0.02078,0.05544,0.004394,0.012178,0.001648,0.000645,0.000583,0.004108,0.018241,0.006328,2
258,'2017/11/20 19:45:21:034',2,0.086071,0.196385,0.344358,0.660813,0.396644,0.954775,1,1,0.731372,0.69209,0.191464,0.063862,0.02055,0.010659,0.090119,0.023695,0.054044,0.004805,0.017169,0.002005,0.000559,0.000564,0.005243,0.023596,0.011007,2
259,'2017/11/20 19:45:21:057',2,0.104385,0.238506,0.361782,0.668009,0.447172,0.888474,1,1,0.637051,0.590915,0.231233,0.071868,0.019508,0.011628,0.077856,0.026324,0.057082,0.006821,0.026721,0.00362,0.000474,0.000763,0.003562,0.017817,0.010549,2
260,'2017/11/20 19:45:21:058',2,0.106335,0.190049,0.338366,0.688374,0.500466,0.977278,1,1,0.602922,0.691845,0.287524,0.090273,0.03497,0.012829,0.069011,0.038509,0.067971,0.006299,0.016599,0.002884,0.000632,0.00066,0.003371,0.020868,0.013445,2
261,'2017/11/20 19:45:21:080',2,0.103716,0.231689,0.401326,0.76251,0.466861,1,1,1,0.659179,0.707653,0.385173,0.09916,0.051115,0.020647,0.061543,0.043874,0.069352,0.006787,0.021899,0.002736,0.000716,0.000488,0.003265,0.02097,0.011327,2
262,'2017/11/20 19:45:21:081',2,0.114828,0.263972,0.286077,0.70419,0.520398,1,1,1,0.792,0.751287,0.402058,0.095728,0.044005,0.018406,0.064124,0.04112,0.069173,0.006766,0.026688,0.003651,0.00057,0.000553,0.002894,0.02027,0.007895,2
263,'2017/11/20 19:45:21:104',2,0.08249,0.165676,0.208655,0.610817,0.57512,1,1,1,0.733193,0.869049,0.343507,0.07961,0.02911,0.015227,0.068815,0.031845,0.068778,0.006052,0.026648,0.002509,0.000455,0.000599,0.001555,0.015704,0.008322,2
264,'2017/11/20 19:45:21:104',2,0.076557,0.172727,0.266583,0.609544,0.58133,1,1,1,0.666911,0.696858,0.208653,0.080797,0.018078,0.013689,0.075159,0.029127,0.060166,0.005565,0.023088,0.003422,0.000664,0.000667,0.001368,0.013076,0.012879,2
265,'2017/11/20 19:45:21:127',2,0.10209,0.221883,0.364977,0.666662,0.554652,0.995685,1,1,0.752139,0.664241,0.229726,0.085618,0.028532,0.018792,0.096814,0.039572,0.077814,0.006871,0.023731,0.004369,0.000731,0.000715,0.003652,0.014151,0.009533,2
266,'2017/11/20 19:45:21:127',2,0.09769,0.141824,0.289696,0.629888,0.512715,1,1,1,0.83437,0.842373,0.237487,0.060492,0.034848,0.01594,0.08183,0.031468,0.058419,0.005954,0.021309,0.004114,0.000638,0.000608,0.00338,0.013635,0.004093,2
267,'2017/11/20 19:45:21:150',2,0.071556,0.187245,0.24091,0.569083,0.44033,1,1,1,0.75929,0.971888,0.307086,0.039171,0.023296,0.01697,0.072213,0.032555,0.054575,0.00697,0.026396,0.002469,0.000762,0.000593,0.003742,0.013664,0.006423,2
268,'2017/11/20 19:45:21:150',2,0.081727,0.158476,0.338948,0.577498,0.399453,1,1,1,0.720374,0.847503,0.266508,0.032862,0.016735,0.013652,0.059673,0.026641,0.043088,0.004588,0.016416,0.002245,0.000643,0.000545,0.003977,0.018376,0.007695,2
269,'2017/11/20 19:45:21:174',2,0.102805,0.218923,0.40936,0.551343,0.379955,1,1,1,0.923915,0.842159,0.260453,0.048993,0.012131,0.01167,0.057334,0.023716,0.034796,0.003436,0.014751,0.002851,0.000573,0.000488,0.003306,0.01707,0.005853,2
270,'2017/11/20 19:45:21:174',2,0.087733,0.198162,0.479769,0.553614,0.453004,1,1,1,0.940776,0.797671,0.276836,0.039046,0.010555,0.010817,0.0604,0.021308,0.041327,0.004291,0.013048,0.002152,0.000581,0.000551,0.001903,0.017022,0.006005,2
271,'2017/11/20 19:45:21:197',2,0.0937,0.170894,0.37918,0.613708,0.489243,1,1,1,0.88738,0.914773,0.300146,0.038629,0.012548,0.011957,0.057037,0.018592,0.053329,0.004451,0.015612,0.002038,0.000664,0.000623,0.001618,0.019334,0.010537,2
272,'2017/11/20 19:45:21:197',2,0.080398,0.191768,0.323843,0.646327,0.495358,1,1,1,0.777133,1,0.28455,0.051942,0.024164,0.015122,0.065004,0.021947,0.058611,0.004573,0.013985,0.002033,0.000616,0.000481,0.002198,0.021994,0.008894,2
273,'2017/11/20 19:45:21:220',2,0.085358,0.192455,0.460975,0.6008,0.439589,1,1,1,0.945584,1,0.270345,0.061347,0.030753,0.020591,0.076747,0.02121,0.068951,0.004697,0.015749,0.001783,0.000551,0.000466,0.001305,0.018433,0.007451,2
274,'2017/11/20 19:45:21:220',2,0.10065,0.200949,0.489647,0.628068,0.46029,1,1,1,0.945065,1,0.23046,0.057628,0.0231,0.018621,0.070937,0.020447,0.068667,0.005769,0.01491,0.001907,0.000558,0.000538,0.001422,0.020253,0.008175,2
275,'2017/11/20 19:45:21:243',2,0.100003,0.234788,0.430315,0.664306,0.379024,0.989544,1,1,0.887698,0.815911,0.188702,0.054157,0.017819,0.014863,0.06263,0.018603,0.059882,0.005352,0.016953,0.002053,0.000636,0.000506,0.001647,0.017391,0.006956,2
276,'2017/11/20 19:45:21:243',2,0.096708,0.181629,0.347223,0.649369,0.434543,0.983663,1,1,0.776824,0.785793,0.215497,0.064067,0.015581,0.016824,0.070727,0.028064,0.057068,0.004977,0.01848,0.001778,0.000562,0.000529,0.001153,0.015271,0.004085,2
277,'2017/11/20 19:45:21:266',2,0.092036,0.19165,0.282321,0.638363,0.454186,1,1,1,0.647821,0.899117,0.215922,0.067959,0.01827,0.013314,0.083584,0.02431,0.063482,0.004448,0.009212,0.002044,0.000569,0.000557,0.000909,0.013278,0.004553,2
278,'2017/11/20 19:45:21:267',2,0.085943,0.190528,0.343532,0.666881,0.426575,1,1,1,0.541678,0.956674,0.182267,0.074142,0.023209,0.012367,0.084519,0.026281,0.070748,0.005864,0.021634,0.00388,0.000683,0.000496,0.001135,0.015242,0.00616,2
279,'2017/11/20 19:45:21:290',2,0.082149,0.154431,0.313779,0.584415,0.404384,1,1,1,0.597422,1,0.173654,0.05935,0.02807,0.014205,0.067134,0.028618,0.048054,0.004823,0.023636,0.003844,0.000777,0.000517,0.001095,0.012777,0.0044,2
280,'2017/11/20 19:45:21:290',2,0.091154,0.197993,0.217204,0.550912,0.414678,1,1,1,0.651919,0.996789,0.210812,0.037114,0.028992,0.014924,0.056627,0.026668,0.039798,0.004623,0.010875,0.002015,0.00063,0.000651,0.002177,0.011366,0.003837,2
281,'2017/11/20 19:45:21:313',2,0.069684,0.136971,0.26094,0.613743,0.474506,1,1,1,0.775475,0.973117,0.235773,0.036814,0.02256,0.01095,0.050219,0.026173,0.046196,0.004592,0.007204,0.001894,0.000624,0.000611,0.003007,0.00911,0.004732,2
282,'2017/11/20 19:45:21:313',2,0.067226,0.139624,0.319757,0.518489,0.460718,1,1,1,0.925354,0.972237,0.23432,0.04756,0.022477,0.00849,0.065854,0.025088,0.052373,0.004928,0.00842,0.002186,0.000622,0.000682,0.00366,0.010595,0.005812,2
283,'2017/11/20 19:45:21:336',2,0.073394,0.133643,0.373823,0.5083,0.505163,1,1,1,0.856254,0.975325,0.24825,0.046311,0.017324,0.008656,0.062895,0.021744,0.046176,0.003508,0.007624,0.002437,0.000733,0.000721,0.005049,0.009113,0.003964,2
284,'2017/11/20 19:45:21:336',2,0.078146,0.19816,0.354085,0.550614,0.518984,1,1,1,0.743329,0.836166,0.251373,0.0437,0.015298,0.013219,0.058262,0.020349,0.046027,0.003459,0.011219,0.002686,0.000736,0.000695,0.00441,0.013367,0.004164,2
285,'2017/11/20 19:45:21:359',2,0.075983,0.198513,0.330736,0.556542,0.536928,1,1,1,0.737928,0.818724,0.233392,0.048919,0.017496,0.012115,0.053897,0.021509,0.056237,0.005346,0.013936,0.002877,0.000716,0.000664,0.003959,0.013648,0.004728,2
